polarity,filtered_text,sentiment,id,lang,text,subjectivity,Joe Biden,Raphael Warnock,Donald Trump,2022 Special Election,Biden 2024,2020 Election,Trump 2024,Herschel Walker,Democrats,2022 Midterm,Republicans
-0.3612000048160553,rt president trump was right again. the 2020 election was rigged,Negative,"Any[""1584349209683439616""]",en,RT @lsferguson: President Trump was right again.  The 2020 election was rigged,obj,false,false,false,false,false,true,false,false,false,false,false
0.22630000114440918,covering windows counting ballots n middle of night changing laws 2 accept ballots late mail in ballots due 2 covid even 4 ppl not requesting them… there’s way 2 much evidence whether u dolts would like 2acknowledge it or not… 2020 and 2022 were fraudulent likely other years 2,Positive,"Any[""1584349209683439616"", ""1600736022488403971""]",en,@Guissep58163752 @HiStPaulGuy @StarTribune Covering windows counting ballots n middle of night changing laws 2 accept ballots late mail in ballots due 2 covid even 4 ppl not requesting them… There’s way 2 much evidence whether u dolts would like 2acknowledge it or not… 2020 and 2022 were fraudulent likely other years 2,obj,false,false,false,true,false,true,false,false,false,false,false
-0.27320000529289246,"rt judicial watch - judicial watch: over 4,700 of georgia’s absentee votes in november 2020 election tied to non-resident…",Negative,"Any[""1584349209683439616""]",en,"RT @Deplorable_1976: Judicial Watch - Judicial Watch: Over 4,700 of Georgia’s Absentee Votes in November 2020 Election Tied to Non-Resident…",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,rt why can clarence thomas sit on cases about the 2020 election when his wife tried to overturn it? because scotus doesn't have…,Neutral,"Any[""1584349209683439616""]",en,"RT @CREWcrew: Why can Clarence Thomas sit on cases about the 2020 election when his wife tried to overturn it?

Because SCOTUS doesn't have…",subj,false,false,false,false,false,true,false,false,false,false,false
-0.27320000529289246,"rt judicial watch - judicial watch: over 4,700 of georgia’s absentee votes in november 2020 election tied to non-resident…",Negative,"Any[""1584349209683439616""]",en,"RT @Deplorable_1976: Judicial Watch - Judicial Watch: Over 4,700 of Georgia’s Absentee Votes in November 2020 Election Tied to Non-Resident…",obj,false,false,false,false,false,true,false,false,false,false,false
0.20229999721050262,"rt folks- one has to admit one thing, the left's use of smearing the right with what they in fact are doing is effective…",Positive,"Any[""1584349209683439616""]",en,"RT @911JusticeToday: Folks- one has to admit one thing, the left's use of smearing the right with what they in fact are doing is effective…",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,"rt elon musk has all the money one could ever want and instead of going away quietly, he choose to enter the toughest arena…",Neutral,"Any[""1584349209683439616""]",en,"RT @greg_price11: Elon Musk has all the money one could ever want and instead of going away quietly, he choose to enter the toughest arena…",obj,false,false,false,false,false,true,false,false,false,false,false
-0.6908000111579895,rt the 2020 election was rigged and stolen from president trump and the american people,Negative,"Any[""1584349209683439616""]",en,RT @w_terrence: The 2020 election was rigged and stolen from President Trump and the American people,obj,false,false,false,false,false,true,false,false,false,false,false
0.0,"rt elon musk has all the money one could ever want and instead of going away quietly, he choose to enter the toughest arena…",Neutral,"Any[""1584349209683439616""]",en,"RT @greg_price11: Elon Musk has all the money one could ever want and instead of going away quietly, he choose to enter the toughest arena…",obj,false,false,false,false,false,true,false,false,false,false,false
-0.3612000048160553,rt the 2020 election was rigged. that is now a fact.,Negative,"Any[""1584349209683439616""]",en,"RT @GrahamAllen_1: The 2020 Election was rigged.

That is now a FACT.",obj,false,false,false,false,false,true,false,false,false,false,false
-0.5267000198364258,disgusting fbi and democrats 🥸 https://t.co/2c9lqoi9wy,Negative,"Any[""1584349209683439616"", ""1600736022488403971"", ""1600736022488403969""]",en,Disgusting FBI and Democrats 🥸 https://t.co/2c9LQOi9wY,obj,false,false,false,true,false,true,false,false,true,false,false
0.10270000249147415,rt good morning to everyone except vijaya gadde who rigged the 2020 election,Positive,"Any[""1584349209683439616""]",en,RT @bennyjohnson: Good morning to everyone except Vijaya Gadde who rigged the 2020 election,subj,false,false,false,false,false,true,false,false,false,false,false
-0.6485999822616577,"rt sadly the illegitimate elected on november 3rd ,2020 rigged election is just a puppet figurehead president in name…",Negative,"Any[""1584349209683439616""]",en,"RT @albertobmas: Sadly the illegitimate elected @POTUS on November 3rd ,2020 rigged election is just a puppet figurehead president in name…",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,rt ginni thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,Neutral,"Any[""1584349209683439616""]",en,RT @RBReich: Ginni Thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,obj,false,false,false,false,false,true,false,false,false,false,false
0.12630000710487366,99.99% of all republicans in office today fully agree with trump. they are excited that trump has announced the destruction of the consititution which is what they have been working towards for decades.,Positive,"Any[""1584349209683439616"", ""1584339387256639488"", ""1600736022488403970""]",en,"@Liz_Cheney 99.99% of all Republicans in office today fully agree with tRump.
They are excited that tRump has announced the destruction of the Consititution which is what they have been working towards for decades.",obj,false,false,true,false,false,true,false,false,false,false,true
0.17790000140666962,rt wow. what did she have on her podium by accident and start reading? sounded like the 2020 election was rigged and proven. h…,Positive,"Any[""1584349209683439616""]",en,RT @its_the_Dr: Wow. What did she have on her Podium by accident and start reading? Sounded like the 2020 election was rigged and proven. h…,obj,false,false,false,false,false,true,false,false,false,false,false
-0.5105999708175659,he should be in prison for attempting to overthrow the us government 🤷‍♂️,Negative,"Any[""1584349209683439616""]",en,@_Peace_Love_US He should be in prison for attempting to overthrow the US government 🤷‍♂️,obj,false,false,false,false,false,true,false,false,false,false,false
0.0,rt ginni thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,Neutral,"Any[""1584349209683439616""]",en,RT @RBReich: Ginni Thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,obj,false,false,false,false,false,true,false,false,false,false,false
0.32910001277923584,"you were elected to serve the people. u ran on immigration,crime,inflation. since u won, u only talk about hunter &amp; biden. hunter is not a politician. biden has helped americans. you will do nothing but investigate,appear on fox &amp; line your pockets, and beckon to maga. https://t.co/wj7jrid3pd",Positive,"Any[""1584349209683439616""]",en,"You were elected to serve the people. U ran on immigration,crime,inflation. Since u won, u only talk about Hunter &amp; Biden. 
Hunter is not a politician.
Biden has helped Americans.
You will do nothing but investigate,appear on Fox &amp; line your pockets, and beckon to MAGA. https://t.co/Wj7jRId3pd",obj,false,false,false,false,false,true,false,false,false,false,false
0.22349999845027924,"rt we had a coup in 2020 and everybody knows it, yet they did nothing to stop it or correct it so it will ne…",Positive,"Any[""1584349209683439616""]",en,"RT @amazed_am_i: @NetworksManager We had a coup in 2020 and everybody knows it, yet they did nothing to stop it or correct it so it will ne…",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,💯💯💯.,Neutral,"Any[""1584349209683439616""]",und,@_Peace_Love_US 💯💯💯.,subj,false,false,false,false,false,true,false,false,false,false,false
0.0,"rt did you know in the 2020 election, there were 378 us counties where voter registration rates exceeded 100 percent of the a…",Neutral,"Any[""1584349209683439616""]",en,"RT @NoLeftTurns: Did you know in the 2020 election, there were 378 US counties where voter registration rates exceeded 100 percent of the a…",obj,false,false,false,false,false,true,false,false,false,false,false
0.051600001752376556,rt raise your hand if you think should make public all internal discussions about the decision to censor the stor…,Positive,"Any[""1584349209683439616""]",en,RT @alx: Raise your hand if you think @ElonMusk should make public all internal discussions about the decision to censor the @NYPost’s stor…,obj,false,false,false,false,false,true,false,false,false,false,false
0.6069999933242798,"if republicans had any ""balls"" they would go after dominion. and brian kemp is in bed with dominion. his support for hershel was a smoke screen. notice kemp didn't have any trouble with his election.",Positive,"Any[""1584349209683439616"", ""1600736022488403972"", ""1600736022488403970""]",en,"@wheresourLOGIC If Republicans had any ""balls"" they would go after Dominion.  And Brian Kemp is in bed with Dominion. His support for Hershel was a smoke screen. Notice Kemp didn't have any trouble with his election.",obj,false,true,false,false,false,true,false,false,false,false,true
0.0,1000%,Neutral,"Any[""1584349209683439616""]",und,@bennyjohnson 1000%,subj,false,false,false,false,false,true,false,false,false,false,false
-0.27320000529289246,"rt judicial watch - judicial watch: over 4,700 of georgia’s absentee votes in november 2020 election tied to non-resident…",Negative,"Any[""1584349209683439616""]",en,"RT @Deplorable_1976: Judicial Watch - Judicial Watch: Over 4,700 of Georgia’s Absentee Votes in November 2020 Election Tied to Non-Resident…",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,rt last friday elon musk released very concerning docs/info relating to twitter’s interference in the 2020 presidential ele…,Neutral,"Any[""1584349209683439616""]",en,RT @ChuckGrassley: Last Friday Elon Musk released very concerning docs/info relating to Twitter’s interference in the 2020 presidential ele…,obj,false,false,false,false,false,true,false,false,false,false,false
-0.15309999883174896,clarence thomas has no ethics. should have recused himself. i have no faith in scotus.,Negative,"Any[""1584349209683439616""]",en,@RBReich Clarence Thomas has no ethics. Should have recused himself. I have no faith in SCOTUS.,obj,false,false,false,false,false,true,false,false,false,false,false
0.33820000290870667,"yes, the dems rigged the election - they ran qualified candidates with integrity and self respect that sane people wanted to vote for, instead of loony, corrupt assholes. how diabolical!",Positive,"Any[""1584349209683439616""]",en,"@CollinRugg Yes, the Dems rigged the election - they ran qualified candidates with integrity and self respect that sane people wanted to vote for, instead of loony, corrupt assholes. How diabolical!",obj,false,false,false,false,false,true,false,false,false,false,false
0.5422999858856201,"senator grassley, the bushel basket is suffocating your candle. peace.",Positive,"Any[""1584349209683439616""]",en,"@ChuckGrassley Senator Grassley, the bushel basket is suffocating your candle. Peace.",obj,false,false,false,false,false,true,false,false,false,false,false
-0.11800000071525574,please commit this man he is crazy as hell he thinks that that's going to happen put him away so he don't hurt himself or anybody else.,Negative,"Any[""1584349209683439616"", ""1584339387256639488""]",en,@sahilkapur Please commit this man he is crazy as hell he thinks that that's going to happen put him away so he don't hurt himself or anybody else.,subj,false,false,true,false,false,true,false,false,false,false,false
-0.6808000206947327,"lol rigged is trending because we now have another piece of evidence the 2020 election was rigged af. just another case of the only different between ""conspiracy theory"" and ""proven fact"" being a few months of time.",Negative,"Any[""1584349209683439616""]",en,"LOL Rigged is trending because we now have another piece of evidence the 2020 election was rigged af.

Just another case of the only different between ""conspiracy theory"" and ""proven fact"" being a few months of time.",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,rt ginni thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,Neutral,"Any[""1584349209683439616""]",en,RT @RBReich: Ginni Thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,obj,false,false,false,false,false,true,false,false,false,false,false
0.3400000035762787,"rt rep. paul gosar, r-arizona, endorses donald trump’s call for “termination” of constitutional provisions to rescind the 2020…",Positive,"Any[""1584349209683439616"", ""1584339387256639488""]",en,"RT @sahilkapur: Rep. Paul Gosar, R-Arizona, endorses Donald Trump’s call for “termination” of constitutional provisions to rescind the 2020…",obj,false,false,true,false,false,true,false,false,false,false,false
-0.7002999782562256,"must see….”2000 mules,” a documentary film created by dinesh d’souza, exposes widespread, coordinated voter fraud in the 2020 election, sufficient to change the overall outcome the 2020 election was rigged. anyone with a brain knew that. corrupt joe biden should be impeached https://t.co/bl5xoxjscf",Negative,"Any[""1584349209683439616"", ""1584349209683439618""]",en,"MUST SEE….”2000 Mules,” a documentary film created by Dinesh D’Souza, exposes widespread, coordinated voter fraud in the 2020 election, sufficient to change the overall outcome

The 2020 election was rigged. Anyone with a brain knew that.

Corrupt Joe Biden should be impeached https://t.co/bl5xOXJScf",obj,true,false,false,false,false,true,false,false,false,false,false
0.20229999721050262,rt just unbelievable. fbi hq and san fran fbi office force social media companies to have on standby staff 24/7 to remove wh…,Positive,"Any[""1584349209683439616""]",en,RT @julie_kelly2: Just unbelievable. FBI HQ and San Fran FBI office force social media companies to have on standby staff 24/7 to remove wh…,obj,false,false,false,false,false,true,false,false,false,false,false
-0.8019999861717224,rt so can we now conclude beyond a reasonable doubt that the 2020 election was rigged and stolen?,Negative,"Any[""1584349209683439616""]",en,RT @DineshDSouza: So can we now conclude beyond a reasonable doubt that the 2020 election was rigged and stolen?,obj,false,false,false,false,false,true,false,false,false,false,false
-0.6596999764442444,rt the fbi is accused of interfering in the 2020 election and conspiring to violate the first amendment. yet fbi director c…,Negative,"Any[""1584349209683439616"", ""1584349209683439618""]",en,RT @mirandadevine: The FBI is accused of interfering in the 2020 election and conspiring to violate the First Amendment. Yet FBI Director C…,obj,true,false,false,false,false,true,false,false,false,false,false
-0.7390999794006348,"watch this video. this case before the scotus to consider hearing on jan 6th ironically, could over turn the 2020 stolen election. long shot but it has merit based on the plaintiffs being contacted by the clerk of the scotus. the argument is 388 members of congress violated oath. https://t.co/ilg1fy0qap",Negative,"Any[""1584349209683439616""]",en,"Watch this video. This case before the SCOTUS to consider hearing on Jan 6th ironically, could over turn the 2020 stolen election. Long shot but it has merit based on the plaintiffs being contacted by the clerk of the SCOTUS. The argument is 388 members of Congress violated oath. https://t.co/iLG1FY0qaP",obj,false,false,false,false,false,true,false,false,false,false,false
-0.6596999764442444,no. he should be jailed.,Negative,"Any[""1584349209683439616""]",en,@_Peace_Love_US No. He should be jailed.,obj,false,false,false,false,false,true,false,false,false,false,false
-0.6596999764442444,rt the fbi is accused of interfering in the 2020 election and conspiring to violate the first amendment. yet fbi director c…,Negative,"Any[""1584349209683439616"", ""1584349209683439618""]",en,RT @mirandadevine: The FBI is accused of interfering in the 2020 election and conspiring to violate the First Amendment. Yet FBI Director C…,obj,true,false,false,false,false,true,false,false,false,false,false
0.3612000048160553,"hey chuck. they are a private company, they can relaxes what they choose.",Positive,"Any[""1584349209683439616""]",en,"@ChuckGrassley Hey Chuck. They are a private company, they can relaxes what they choose.",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,absolutely,Neutral,"Any[""1584349209683439616""]",en,@_Peace_Love_US Absolutely,obj,false,false,false,false,false,true,false,false,false,false,false
-0.4018999934196472,"who knows if those numbers on that link is accurate. i had said that ballots were mailed to every single registered voter, whether dead or alive, whether they lived in that state or not. did you read the links i provided, where it says not everyone got their ballots?",Negative,"Any[""1584349209683439616""]",en,"@StuartRenshaw6 @BachemMacuno @HeatherJamies17 @PoodleHead57 @RetireeGoneWild @MistyMiller68 @kareincountry @DPBeachNY @UncleBully87 @Vidian6 @DemocraticDaisy @joncoopertweets Who knows if those numbers on that link is accurate.  I had said that ballots were mailed to every single registered voter, whether dead or alive, whether they lived in that state or not. Did you read the links I provided, where it says not everyone got their ballots?",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,https://t.co/ri82ua4iwz,Neutral,"Any[""1584349209683439616""]",qme,@ChuckGrassley https://t.co/Ri82UA4iWZ,subj,false,false,false,false,false,true,false,false,false,false,false
0.29600000381469727,doj is a joke only investigating they do is at the demoncraps bidding. try investigating corrupt demoncraps for a change.,Positive,"Any[""1584349209683439616""]",en,@abc15 DOJ is a joke only investigating they do is at the demoncraps bidding. Try investigating corrupt demoncraps for a change.,obj,false,false,false,false,false,true,false,false,false,false,false
0.0,rt ginni thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,Neutral,"Any[""1584349209683439616""]",en,RT @RBReich: Ginni Thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,obj,false,false,false,false,false,true,false,false,false,false,false
0.33820000290870667,"yes, the dems rigged the election - they ran qualified candidates with integrity and self respect that sane people wanted to vote for, instead of loony, corrupt assholes. how diabolical! https://t.co/x9b5en9dxl",Positive,"Any[""1584349209683439616""]",en,"Yes, the Dems rigged the election - they ran qualified candidates with integrity and self respect that sane people wanted to vote for, instead of loony, corrupt assholes. How diabolical! https://t.co/x9b5en9dxl",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,"rt watch this video. this case before the scotus to consider hearing on jan 6th ironically, could over turn the 2020 stolen…",Neutral,"Any[""1584349209683439616""]",en,"RT @WisdomPatriot: Watch this video. This case before the SCOTUS to consider hearing on Jan 6th ironically, could over turn the 2020 stolen…",obj,false,false,false,false,false,true,false,false,false,false,false
-0.6908000111579895,rt the 2020 election was rigged and stolen,Negative,"Any[""1584349209683439616""]",en,RT @hodgetwins: The 2020 election was rigged and stolen,obj,false,false,false,false,false,true,false,false,false,false,false
-0.29600000381469727,rt ginni thomas used the independent state legislature theory in her efforts to pressure state lawmakers to overturn the 2020 ele…,Negative,"Any[""1584349209683439616""]",en,RT @RBReich: Ginni Thomas used the independent state legislature theory in her efforts to pressure state lawmakers to overturn the 2020 ele…,obj,false,false,false,false,false,true,false,false,false,false,false
0.0,rt ginni thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,Neutral,"Any[""1584349209683439616""]",en,RT @RBReich: Ginni Thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,obj,false,false,false,false,false,true,false,false,false,false,false
-0.20229999721050262,rt trump and his allies tried to exploit vague language in the electoral count act of 1887 to overturn the results of the 2020 el…,Negative,"Any[""1584349209683439616""]",en,RT @RBReich: Trump and his allies tried to exploit vague language in the Electoral Count Act of 1887 to overturn the results of the 2020 el…,obj,false,false,false,false,false,true,false,false,false,false,false
-0.27320000529289246,"rt judicial watch - judicial watch: over 4,700 of georgia’s absentee votes in november 2020 election tied to non-resident…",Negative,"Any[""1584349209683439616""]",en,"RT @Deplorable_1976: Judicial Watch - Judicial Watch: Over 4,700 of Georgia’s Absentee Votes in November 2020 Election Tied to Non-Resident…",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,and all will be going forward. 1776 2.0 https://t.co/l0xdzsfg3k,Neutral,"Any[""1584349209683439616""]",en,"And all will be going forward.

1776  2.0 https://t.co/L0XdzSfg3K",subj,false,false,false,false,false,true,false,false,false,false,false
-0.29600000381469727,its been more than 2 years since the debacle of 2020 - if the gop can’t stop election theft then maybe they don’t deserve to be in power.,Negative,"Any[""1584349209683439616""]",en,@MikeWitko51 Its been more than 2 years since the debacle of 2020 - if the GOP can’t stop election theft then maybe they don’t deserve to be in power.,obj,false,false,false,false,false,true,false,false,false,false,false
-0.25,"a sitting president, with every department of government at his disposal claiming the challenger stole the election is ridiculous",Negative,"Any[""1584349209683439616""]",en,"@_Peace_Love_US A sitting president, with every department of government at his disposal claiming the challenger stole the election is ridiculous",obj,false,false,false,false,false,true,false,false,false,false,false
